enst	csq	n_pos	n_obs	mu
ENST00000381160	synonymous	2958	459.0	7.566813049357674e-09
ENST00000381176	missense	1296	149.0	6.976042438271605e-09
ENST00000381176	nonsense	75	2.0	5.521266666666667e-09
ENST00000381176	synonymous	411	87.0	1.0700562043795619e-08
ENST00000381192	missense	1206	159.0	6.184744610281924e-09
ENST00000381192	nonsense	48	1.0	4.9126666666666665e-09
ENST00000381192	synonymous	402	69.0	1.0212950248756218e-08
ENST00000381196	missense	12530	1521.0	4.904511811652035e-09
ENST00000381196	nonsense	759	11.0	4.566280632411067e-09
ENST00000381196	synonymous	3910	720.0	6.25592915601023e-09
ENST00000381199	missense	3682	268.0	4.1230317762085826e-09
ENST00000381199	nonsense	220	2.0	3.6080681818181815e-09
ENST00000381199	synonymous	1039	114.0	6.074565928777671e-09
ENST00000381209	missense	1444	129.0	3.94094459833795e-09
ENST00000381209	nonsense	94	6.0	3.179627659574468e-09
ENST00000381209	synonymous	424	62.0	5.04041037735849e-09
ENST00000381210	missense	2386	248.0	3.689944258172674e-09
ENST00000381210	nonsense	159	16.0	4.050132075471698e-09
ENST00000381210	synonymous	713	98.0	4.616178120617111e-09
ENST00000381232	missense	11746	1130.0	5.004372467222885e-09
ENST00000381232	nonsense	646	11.0	5.8494938080495355e-09
ENST00000381232	synonymous	3646	536.0	6.732214755896874e-09
ENST00000381237	missense	3243	246.0	4.814494295405489e-09
ENST00000381237	nonsense	153	4.0	3.4465490196078432e-09
ENST00000381237	synonymous	1023	170.0	8.187029325513197e-09
ENST00000381241	missense	2424	317.0	5.473491336633663e-09
ENST00000381241	nonsense	136	24.0	4.942044117647059e-09
ENST00000381241	synonymous	788	155.0	9.382027918781726e-09
ENST00000381249	missense	2164	289.0	4.53115157116451e-09
ENST00000381249	nonsense	100	9.0	3.0451800000000004e-09
ENST00000381249	synonymous	751	133.0	5.598295605858856e-09
ENST00000381254	missense	6030	584.0	3.640020066334992e-09
ENST00000381254	nonsense	435	34.0	3.3309402298850575e-09
ENST00000381254	synonymous	1698	219.0	4.637082449941107e-09
ENST00000381271	missense	3305	198.0	4.564270196671709e-09
ENST00000381271	nonsense	169	10.0	4.177011834319526e-09
ENST00000381271	synonymous	1062	118.0	7.083739171374765e-09
ENST00000381273	missense	2239	211.0	4.05409825815096e-09
ENST00000381273	nonsense	132	9.0	2.7708863636363634e-09
ENST00000381273	synonymous	680	79.0	5.087391176470589e-09
ENST00000381295	missense	5976	458.0	3.969735609103079e-09
ENST00000381295	nonsense	386	18.0	5.201248704663213e-09
ENST00000381295	synonymous	1675	205.0	4.714443582089552e-09
ENST00000381297	missense	2317	283.0	9.245923608113941e-09
ENST00000381297	nonsense	88	6.0	3.737454545454545e-09
ENST00000381297	synonymous	817	160.0	1.4070582619339046e-08
ENST00000381298	missense	6049	506.0	3.814840469499091e-09
ENST00000381298	nonsense	417	10.0	3.765791366906475e-09
ENST00000381298	synonymous	1787	216.0	4.971205931729155e-09
ENST00000381309	missense	7014	797.0	4.476417593384659e-09
ENST00000381309	nonsense	481	24.0	4.434856548856549e-09
ENST00000381309	synonymous	2000	385.0	6.5804405e-09
ENST00000381312	missense	4753	636.0	6.387109614980012e-09
ENST00000381312	nonsense	182	8.0	5.120082417582418e-09
ENST00000381312	synonymous	1707	387.0	9.317677797305214e-09
ENST00000381317	missense	4057	649.0	7.065631501109194e-09
ENST00000381317	nonsense	192	20.0	4.46309375e-09
ENST00000381317	synonymous	1331	309.0	1.2412730277986477e-08
ENST00000381318	missense	11292	914.0	4.900084838823947e-09
ENST00000381318	nonsense	749	26.0	5.698016021361815e-09
ENST00000381318	synonymous	3439	465.0	6.7914382087816225e-09
ENST00000381323	missense	2171	127.0	4.148771994472594e-09
ENST00000381323	nonsense	113	4.0	6.2255752212389384e-09
ENST00000381323	synonymous	614	86.0	6.481653094462541e-09
ENST00000381330	missense	687	63.0	5.654173216885007e-09
ENST00000381330	nonsense	40	2.0	7.320875e-09
ENST00000381330	synonymous	254	43.0	6.779661417322835e-09
ENST00000381334	missense	2072	201.0	4.633625965250965e-09
ENST00000381334	nonsense	108	2.0	3.9905092592592595e-09
ENST00000381334	synonymous	727	105.0	5.509803301237964e-09
ENST00000381340	missense	17997	1451.0	4.231417125076402e-09
ENST00000381340	nonsense	1097	64.0	4.601974475843209e-09
ENST00000381340	synonymous	5206	692.0	5.946367076450249e-09
ENST00000381342	missense	1478	116.0	5.393276725304465e-09
ENST00000381342	nonsense	52	0.0	1.3069826923076923e-08
ENST00000381342	synonymous	540	69.0	5.4486796296296295e-09
ENST00000381344	missense	1878	197.0	4.21422470713525e-09
ENST00000381344	nonsense	121	8.0	5.78598347107438e-09
ENST00000381344	synonymous	548	89.0	6.286633211678832e-09
ENST00000381346	missense	2061	195.0	4.738217370208637e-09
ENST00000381346	nonsense	107	5.0	4.628457943925234e-09
ENST00000381346	synonymous	685	90.0	6.109500729927007e-09
ENST00000381356	missense	589	66.0	4.08372156196944e-09
ENST00000381356	nonsense	52	3.0	4.453173076923077e-09
ENST00000381356	synonymous	160	20.0	4.7479625e-09
ENST00000381365	missense	1182	183.0	4.8939661590524535e-09
ENST00000381365	nonsense	61	16.0	5.541409836065574e-09
ENST00000381365	synonymous	458	91.0	6.813203056768559e-09
ENST00000381375	missense	3401	351.0	4.187467509556013e-09
ENST00000381375	nonsense	199	20.0	3.985341708542714e-09
ENST00000381375	synonymous	1062	141.0	5.683536723163842e-09
ENST00000381393	missense	1332	1.0	6.078794294294294e-09
ENST00000381393	nonsense	63	0.0	7.142476190476191e-09
ENST00000381393	synonymous	468	0.0	6.753632478632479e-09
ENST00000381394	missense	1335	0.0	6.049367041198502e-09
ENST00000381394	nonsense	66	0.0	6.936848484848485e-09
ENST00000381394	synonymous	462	0.0	7.1554675324675326e-09
ENST00000381396	missense	6714	550.0	3.915783437593089e-09
ENST00000381396	nonsense	459	14.0	4.567344226579521e-09
ENST00000381396	synonymous	1926	212.0	4.9868748701973005e-09
ENST00000381401	missense	1943	231.0	8.555473494595986e-09
ENST00000381401	nonsense	90	3.0	4.877922222222222e-09
ENST00000381401	synonymous	640	148.0	1.5150471874999998e-08
ENST00000381405	missense	1216	107.0	4.4772771381578946e-09
ENST00000381405	nonsense	70	1.0	3.384357142857143e-09
ENST00000381405	synonymous	361	48.0	6.675620498614959e-09
ENST00000381410	missense	4116	471.0	4.399567541302235e-09
ENST00000381410	nonsense	204	21.0	5.139289215686274e-09
ENST00000381410	synonymous	1287	307.0	6.88353613053613e-09
ENST00000381418	missense	7641	927.0	6.050082842559875e-09
ENST00000381418	nonsense	378	30.0	6.278886243386243e-09
ENST00000381418	synonymous	2673	419.0	7.648376356154135e-09
ENST00000381431	missense	2143	249.0	4.5626028931404576e-09
ENST00000381431	nonsense	99	8.0	4.684757575757576e-09
ENST00000381431	synonymous	611	81.0	5.404977086743044e-09
ENST00000381440	missense	3349	426.0	4.671910122424604e-09
ENST00000381440	nonsense	147	14.0	4.229367346938776e-09
ENST00000381440	synonymous	1310	207.0	5.636461832061069e-09
ENST00000381458	missense	4599	560.0	5.461773863883453e-09
ENST00000381458	nonsense	210	24.0	6.0009952380952385e-09
ENST00000381458	synonymous	1419	246.0	8.522219873150105e-09
ENST00000381477	missense	752	87.0	4.548339095744681e-09
ENST00000381477	nonsense	57	7.0	4.757315789473685e-09
ENST00000381477	synonymous	244	34.0	6.120877049180328e-09
ENST00000381480	missense	5183	574.0	5.0461155701331275e-09
ENST00000381480	nonsense	232	18.0	4.074693965517242e-09
ENST00000381480	synonymous	1785	262.0	6.759812324929972e-09
ENST00000381482	missense	3438	379.0	4.674420593368238e-09
ENST00000381482	nonsense	162	10.0	4.2323456790123455e-09
ENST00000381482	synonymous	1197	245.0	5.9998153717627404e-09
ENST00000381486	missense	12756	1320.0	6.012382565067419e-09
ENST00000381486	nonsense	657	35.0	4.457945205479452e-09
ENST00000381486	synonymous	4119	768.0	1.0052625394513232e-08
ENST00000381497	missense	2400	3.0	5.3024787500000005e-09
ENST00000381497	nonsense	155	0.0	3.465735483870968e-09
ENST00000381497	synonymous	757	0.0	6.429347424042272e-09
ENST00000381501	missense	4187	350.0	4.0404893718652975e-09
ENST00000381501	nonsense	319	23.0	4.910529780564264e-09
ENST00000381501	synonymous	1164	159.0	5.503442439862543e-09
ENST00000381525	missense	1837	167.0	4.233876973326075e-09
ENST00000381525	nonsense	120	10.0	4.3629083333333335e-09
ENST00000381525	synonymous	563	79.0	5.941014209591475e-09
ENST00000381527	missense	3059	147.0	4.111023210199412e-09
ENST00000381527	nonsense	221	12.0	6.416819004524887e-09
ENST00000381527	synonymous	887	99.0	5.331461104847802e-09
ENST00000381529	missense	2634	316.0	5.488339407744875e-09
ENST00000381529	nonsense	160	9.0	5.97121875e-09
ENST00000381529	synonymous	797	153.0	8.753997490589711e-09
ENST00000381545	missense	4604	508.0	3.6864748045178106e-09
ENST00000381545	nonsense	312	26.0	2.415625e-09
ENST00000381545	synonymous	1393	171.0	4.7946360373295045e-09
ENST00000381550	missense	3134	377.0	5.600596681557115e-09
ENST00000381550	nonsense	104	9.0	5.967490384615385e-09
ENST00000381550	synonymous	1244	185.0	7.407218649517685e-09
ENST00000381554	missense	2281	184.0	3.6567707145988604e-09
ENST00000381554	nonsense	152	9.0	3.3196513157894736e-09
ENST00000381554	synonymous	699	68.0	4.2217696709585125e-09
ENST00000381569	missense	3891	494.0	6.371657157543048e-09
ENST00000381569	nonsense	210	12.0	3.6202619047619045e-09
ENST00000381569	synonymous	1254	234.0	9.806755980861244e-09
ENST00000381571	missense	1203	125.0	3.678213632585204e-09
ENST00000381571	nonsense	89	11.0	5.817651685393259e-09
ENST00000381571	synonymous	346	44.0	5.3074624277456645e-09
ENST00000381577	missense	1923	185.0	3.950766510660427e-09
ENST00000381577	nonsense	116	1.0	3.6449396551724136e-09
ENST00000381577	synonymous	562	88.0	5.4160658362989325e-09
ENST00000381585	missense	1046	118.0	4.504185468451243e-09
ENST00000381585	nonsense	52	9.0	4.606365384615384e-09
ENST00000381585	synonymous	351	44.0	5.420330484330484e-09
ENST00000381588	missense	4480	435.0	4.832511160714286e-09
ENST00000381588	nonsense	286	17.0	9.2543006993007e-09
ENST00000381588	synonymous	1390	148.0	4.659909352517986e-09
ENST00000381604	missense	4055	232.0	5.016998766954377e-09
ENST00000381604	nonsense	285	1.0	5.908522807017544e-09
ENST00000381604	synonymous	1069	152.0	6.3216576239476144e-09
ENST00000381605	missense	2572	349.0	5.3014412908242615e-09
ENST00000381605	nonsense	124	10.0	4.422701612903226e-09
ENST00000381605	synonymous	877	147.0	7.453003420752565e-09
ENST00000381620	missense	2985	148.0	3.8275507537688445e-09
ENST00000381620	nonsense	173	6.0	4.329751445086705e-09
ENST00000381620	synonymous	892	106.0	4.909227578475336e-09
ENST00000381623	missense	1251	173.0	4.782264588329336e-09
ENST00000381623	nonsense	78	6.0	2.7416410256410257e-09
ENST00000381623	synonymous	435	74.0	5.3993333333333335e-09
ENST00000381624	missense	5251	583.0	5.132948390782708e-09
ENST00000381624	nonsense	303	18.0	3.656396039603961e-09
ENST00000381624	synonymous	1619	258.0	8.184425571340333e-09
ENST00000381627	missense	1212	190.0	3.6480024752475245e-09
ENST00000381627	nonsense	84	13.0	4.069928571428571e-09
ENST00000381627	synonymous	360	68.0	4.817094444444445e-09
ENST00000381638	missense	19470	2112.0	4.930437904468413e-09
ENST00000381638	nonsense	1115	47.0	5.039596412556054e-09
ENST00000381638	synonymous	6055	977.0	7.072363005780347e-09
ENST00000381641	missense	1377	259.0	4.059303558460421e-09
ENST00000381641	nonsense	114	12.0	2.8692894736842104e-09
ENST00000381641	synonymous	417	107.0	4.989563549160672e-09
ENST00000381647	missense	1926	175.0	3.696471443406023e-09
ENST00000381647	nonsense	154	8.0	4.9579220779220776e-09
ENST00000381647	synonymous	557	68.0	4.861479353680431e-09
ENST00000381652	missense	7572	761.0	3.957340729001585e-09
ENST00000381652	nonsense	508	23.0	4.818025590551181e-09
ENST00000381652	synonymous	2099	266.0	4.93908384945212e-09
ENST00000381655	missense	7777	687.0	4.578924006686383e-09
ENST00000381655	nonsense	471	32.0	4.1423057324840765e-09
ENST00000381655	synonymous	2435	311.0	6.566443121149897e-09
ENST00000381657	missense	2089	353.0	7.861532790808999e-09
ENST00000381657	nonsense	108	17.0	6.2834537037037035e-09
ENST00000381657	synonymous	701	182.0	1.2952469329529244e-08
ENST00000381668	missense	7634	551.0	4.087106628242075e-09
ENST00000381668	nonsense	509	24.0	5.025003929273085e-09
ENST00000381668	synonymous	2324	284.0	5.692881239242685e-09
ENST00000381669	missense	3444	534.0	6.096221835075494e-09
ENST00000381669	nonsense	146	18.0	3.962089041095891e-09
ENST00000381669	synonymous	1162	229.0	8.293851979345956e-09
ENST00000381685	missense	4530	393.0	4.235545033112583e-09
ENST00000381685	nonsense	356	18.0	5.015657303370787e-09
ENST00000381685	synonymous	1297	182.0	5.690840400925212e-09
ENST00000381697	missense	5147	233.0	5.4136938022148825e-09
ENST00000381697	nonsense	260	12.0	6.222207692307693e-09
ENST00000381697	synonymous	1838	106.0	6.996391730141458e-09
ENST00000381698	missense	765	0.0	4.612662745098039e-09
ENST00000381698	nonsense	58	0.0	4.887931034482759e-09
ENST00000381698	synonymous	221	0.0	6.243515837104072e-09
ENST00000381700	missense	763	23.0	5.158685452162516e-09
ENST00000381700	nonsense	56	2.0	5.5610714285714285e-09
ENST00000381700	synonymous	225	9.0	6.3611422222222226e-09
ENST00000381707	missense	5606	283.0	5.302399036746343e-09
ENST00000381707	nonsense	283	17.0	6.007840989399293e-09
ENST00000381707	synonymous	2004	135.0	6.868073852295409e-09
ENST00000381722	missense	765	35.0	4.793454901960784e-09
ENST00000381722	nonsense	58	1.0	5.390810344827587e-09
ENST00000381722	synonymous	221	3.0	6.389488687782806e-09
ENST00000381736	missense	3814	363.0	3.77533062401678e-09
ENST00000381736	nonsense	215	3.0	3.208260465116279e-09
ENST00000381736	synonymous	1353	160.0	4.705961566888396e-09
ENST00000381750	missense	2405	330.0	4.948406652806653e-09
ENST00000381750	nonsense	127	6.0	5.3958897637795274e-09
ENST00000381750	synonymous	816	144.0	5.56700612745098e-09
ENST00000381774	missense	2082	314.0	6.060090297790586e-09
ENST00000381774	nonsense	109	17.0	7.102174311926605e-09
ENST00000381774	synonymous	626	133.0	1.1620979233226838e-08
ENST00000381782	missense	4696	425.0	3.8554559199318575e-09
ENST00000381782	nonsense	298	22.0	4.244503355704698e-09
ENST00000381782	synonymous	1459	171.0	4.350803289924606e-09
ENST00000381799	missense	1250	92.0	5.342448800000001e-09
ENST00000381799	nonsense	63	3.0	7.339111111111111e-09
ENST00000381799	synonymous	397	64.0	8.316342569269522e-09
ENST00000381801	missense	4130	348.0	3.95852421307506e-09
ENST00000381801	nonsense	292	17.0	4.601383561643836e-09
ENST00000381801	synonymous	1158	146.0	5.441882556131261e-09
ENST00000381809	missense	1463	217.0	4.654724538619275e-09
ENST00000381809	nonsense	76	13.0	4.851118421052632e-09
ENST00000381809	synonymous	495	95.0	5.754032323232323e-09
ENST00000381813	missense	994	162.0	5.589646881287726e-09
ENST00000381813	nonsense	32	3.0	4.6019062499999995e-09
ENST00000381813	synonymous	387	70.0	7.636382428940569e-09
ENST00000381815	missense	6559	644.0	4.016577222137521e-09
ENST00000381815	nonsense	365	11.0	3.9707753424657536e-09
ENST00000381815	synonymous	2157	248.0	4.873039406583217e-09
ENST00000381821	missense	1844	220.0	4.637938720173537e-09
ENST00000381821	nonsense	108	11.0	4.998324074074074e-09
ENST00000381821	synonymous	559	100.0	7.543225402504472e-09
ENST00000381848	missense	2976	399.0	7.847621975806452e-09
ENST00000381848	nonsense	131	17.0	5.212480916030534e-09
ENST00000381848	synonymous	1051	200.0	1.189721693625119e-08
ENST00000381854	missense	2265	205.0	3.6672565121412807e-09
ENST00000381854	nonsense	170	8.0	4.3242588235294116e-09
ENST00000381854	synonymous	589	89.0	5.098169779286927e-09
ENST00000381867	missense	3494	374.0	6.8443076702919295e-09
ENST00000381867	nonsense	157	5.0	4.169076433121019e-09
ENST00000381867	synonymous	1182	181.0	8.856489001692048e-09
ENST00000381883	missense	1888	278.0	4.228686440677966e-09
ENST00000381883	nonsense	70	11.0	5.7486e-09
ENST00000381883	synonymous	688	138.0	5.748649709302326e-09
ENST00000381884	missense	8937	870.0	4.235167058296967e-09
ENST00000381884	nonsense	628	43.0	4.501702229299363e-09
ENST00000381884	synonymous	2468	320.0	5.894633306320908e-09
ENST00000381902	missense	1523	107.0	4.045986211424819e-09
ENST00000381902	nonsense	106	11.0	3.818877358490566e-09
ENST00000381902	synonymous	441	43.0	5.2096598639455785e-09
ENST00000381911	missense	1212	118.0	6.62661303630363e-09
ENST00000381911	nonsense	69	2.0	4.515463768115942e-09
ENST00000381911	synonymous	348	89.0	1.0314281609195402e-08
ENST00000381920	missense	2635	415.0	5.732431878557875e-09
ENST00000381920	nonsense	121	20.0	8.44297520661157e-09
ENST00000381920	synonymous	871	167.0	9.421686567164178e-09
ENST00000381922	missense	3308	385.0	4.87799576783555e-09
ENST00000381922	nonsense	184	21.0	4.102510869565217e-09
ENST00000381922	synonymous	1026	171.0	7.357002923976608e-09
ENST00000381937	missense	2840	236.0	4.717822183098592e-09
ENST00000381937	nonsense	183	14.0	6.54035519125683e-09
ENST00000381937	synonymous	946	130.0	5.127702959830867e-09
ENST00000381938	missense	1956	212.0	3.7118261758691208e-09
ENST00000381938	nonsense	131	10.0	2.4975648854961834e-09
ENST00000381938	synonymous	568	80.0	5.246762323943662e-09
ENST00000381941	missense	1840	244.0	5.73278152173913e-09
ENST00000381941	nonsense	66	8.0	4.335772727272727e-09
ENST00000381941	synonymous	740	122.0	6.361766216216216e-09
ENST00000381946	missense	6863	740.0	4.828561416290252e-09
ENST00000381946	nonsense	339	23.0	3.595560471976401e-09
ENST00000381946	synonymous	2140	312.0	7.032524766355141e-09
ENST00000381947	missense	2614	247.0	3.7138171384850803e-09
ENST00000381947	nonsense	182	17.0	6.608994505494505e-09
ENST00000381947	synonymous	687	71.0	4.824863173216885e-09
ENST00000381951	missense	2046	213.0	4.114782991202346e-09
ENST00000381951	nonsense	97	10.0	3.7152164948453608e-09
ENST00000381951	synonymous	629	73.0	5.3560826709062e-09
ENST00000381962	missense	860	141.0	5.339752325581396e-09
ENST00000381962	nonsense	37	3.0	7.005945945945947e-09
ENST00000381962	synonymous	327	66.0	7.346486238532111e-09
ENST00000381967	missense	4074	384.0	4.110301914580265e-09
ENST00000381967	nonsense	237	22.0	5.952675105485233e-09
ENST00000381967	synonymous	1188	162.0	5.979054713804713e-09
ENST00000381971	missense	6048	1054.0	5.434960813492064e-09
ENST00000381971	nonsense	289	24.0	4.991948096885813e-09
ENST00000381971	synonymous	2024	433.0	8.222136363636364e-09
ENST00000381980	missense	2091	193.0	3.949875179340029e-09
ENST00000381980	nonsense	111	4.0	3.426666666666667e-09
ENST00000381980	synonymous	615	65.0	6.574562601626016e-09
ENST00000381989	missense	11426	1161.0	4.185769823210222e-09
